index,annotation_symbol,rr_interval_samples,rr_interval_seconds,bpm,is_anomaly
28132,N,299.0,0.8305555555555556,72.24080267558529,False
28431,N,299.0,0.8305555555555556,72.24080267558529,False
28727,N,296.0,0.8222222222222222,72.97297297297298,False
29014,N,287.0,0.7972222222222223,75.26132404181185,False
29294,N,280.0,0.7777777777777778,77.14285714285714,False
29580,N,286.0,0.7944444444444444,75.52447552447553,False
29873,N,293.0,0.8138888888888889,73.72013651877133,False
30182,N,309.0,0.8583333333333333,69.90291262135922,False
30487,N,305.0,0.8472222222222222,70.81967213114754,False
30779,N,292.0,0.8111111111111111,73.97260273972603,False
31065,N,286.0,0.7944444444444444,75.52447552447553,False
31348,N,283.0,0.7861111111111111,76.32508833922262,False
31635,N,287.0,0.7972222222222223,75.26132404181185,False
31927,N,292.0,0.8111111111111111,73.97260273972603,False
32224,N,297.0,0.825,72.72727272727273,False
32529,N,305.0,0.8472222222222222,70.81967213114754,False
32836,N,307.0,0.8527777777777777,70.35830618892508,False
33127,N,291.0,0.8083333333333333,74.22680412371133,False
33403,N,276.0,0.7666666666666667,78.26086956521739,False
33691,N,288.0,0.8,75.0,False
33980,N,289.0,0.8027777777777778,74.74048442906575,False
34274,N,294.0,0.8166666666666667,73.46938775510205,False
34575,N,301.0,0.8361111111111111,71.76079734219269,False
34870,N,295.0,0.8194444444444444,73.22033898305085,False
35168,N,298.0,0.8277777777777777,72.48322147651007,False
35455,N,287.0,0.7972222222222223,75.26132404181185,False
35736,N,281.0,0.7805555555555556,76.86832740213524,False
36016,N,280.0,0.7777777777777778,77.14285714285714,False
36309,N,293.0,0.8138888888888889,73.72013651877133,False
36605,N,296.0,0.8222222222222222,72.97297297297298,False
36916,N,311.0,0.8638888888888889,69.45337620578778,False
37215,N,299.0,0.8305555555555556,72.24080267558529,False
37499,N,284.0,0.7888888888888889,76.05633802816902,False
37782,N,283.0,0.7861111111111111,76.32508833922262,False
38071,N,289.0,0.8027777777777778,74.74048442906575,False
38356,N,285.0,0.7916666666666666,75.78947368421053,False
38651,N,295.0,0.8194444444444444,73.22033898305085,False
38950,N,299.0,0.8305555555555556,72.24080267558529,False
39252,N,302.0,0.8388888888888889,71.52317880794702,False
39547,N,295.0,0.8194444444444444,73.22033898305085,False
39825,N,278.0,0.7722222222222223,77.6978417266187,False
40096,N,271.0,0.7527777777777778,79.70479704797049,False
40382,N,286.0,0.7944444444444444,75.52447552447553,False
40677,N,295.0,0.8194444444444444,73.22033898305085,False
40970,N,293.0,0.8138888888888889,73.72013651877133,False
41271,N,301.0,0.8361111111111111,71.76079734219269,False
41567,N,296.0,0.8222222222222222,72.97297297297298,False
41849,N,282.0,0.7833333333333333,76.59574468085107,False
42117,N,268.0,0.7444444444444445,80.59701492537313,False
42416,N,299.0,0.8305555555555556,72.24080267558529,False
42697,N,281.0,0.7805555555555556,76.86832740213524,False
42996,N,299.0,0.8305555555555556,72.24080267558529,False
43307,N,311.0,0.8638888888888889,69.45337620578778,False
43603,N,296.0,0.8222222222222222,72.97297297297298,False
43892,N,289.0,0.8027777777777778,74.74048442906575,False
44172,N,280.0,0.7777777777777778,77.14285714285714,False
44455,N,283.0,0.7861111111111111,76.32508833922262,False
44743,N,288.0,0.8,75.0,False
45030,N,287.0,0.7972222222222223,75.26132404181185,False
45323,N,293.0,0.8138888888888889,73.72013651877133,False
45628,N,305.0,0.8472222222222222,70.81967213114754,False
45925,N,297.0,0.825,72.72727272727273,False
46204,N,279.0,0.775,77.41935483870968,False
46478,N,274.0,0.7611111111111111,78.83211678832117,False
46759,N,281.0,0.7805555555555556,76.86832740213524,False
47037,N,278.0,0.7722222222222223,77.6978417266187,False
47334,N,297.0,0.825,72.72727272727273,False
47632,N,298.0,0.8277777777777777,72.48322147651007,False
47919,N,287.0,0.7972222222222223,75.26132404181185,False
48202,N,283.0,0.7861111111111111,76.32508833922262,False
48486,N,284.0,0.7888888888888889,76.05633802816902,False
48766,N,280.0,0.7777777777777778,77.14285714285714,False
49040,N,274.0,0.7611111111111111,78.83211678832117,False
49323,N,283.0,0.7861111111111111,76.32508833922262,False
49618,N,295.0,0.8194444444444444,73.22033898305085,False
49923,N,305.0,0.8472222222222222,70.81967213114754,False
50214,N,291.0,0.8083333333333333,74.22680412371133,False
50491,N,277.0,0.7694444444444445,77.9783393501805,False
50771,N,280.0,0.7777777777777778,77.14285714285714,False
51056,N,285.0,0.7916666666666666,75.78947368421053,False
51339,N,283.0,0.7861111111111111,76.32508833922262,False
51626,N,287.0,0.7972222222222223,75.26132404181185,False
51921,N,295.0,0.8194444444444444,73.22033898305085,False
52216,N,295.0,0.8194444444444444,73.22033898305085,False
52506,N,290.0,0.8055555555555556,74.48275862068965,False
52784,N,278.0,0.7722222222222223,77.6978417266187,False
53063,N,279.0,0.775,77.41935483870968,False
53341,N,278.0,0.7722222222222223,77.6978417266187,False
53631,N,290.0,0.8055555555555556,74.48275862068965,False
53923,N,292.0,0.8111111111111111,73.97260273972603,False
54219,N,296.0,0.8222222222222222,72.97297297297298,False
54507,N,288.0,0.8,75.0,False
54784,N,277.0,0.7694444444444445,77.9783393501805,False
55064,N,280.0,0.7777777777777778,77.14285714285714,False
55343,N,279.0,0.775,77.41935483870968,False
55625,N,282.0,0.7833333333333333,76.59574468085107,False
55908,N,283.0,0.7861111111111111,76.32508833922262,False
56207,N,299.0,0.8305555555555556,72.24080267558529,False
56502,N,295.0,0.8194444444444444,73.22033898305085,False
56784,N,282.0,0.7833333333333333,76.59574468085107,False
57055,N,271.0,0.7527777777777778,79.70479704797049,False
57333,N,278.0,0.7722222222222223,77.6978417266187,False
57615,N,282.0,0.7833333333333333,76.59574468085107,False
57900,N,285.0,0.7916666666666666,75.78947368421053,False
58192,N,292.0,0.8111111111111111,73.97260273972603,False
58490,N,298.0,0.8277777777777777,72.48322147651007,False
58788,N,298.0,0.8277777777777777,72.48322147651007,False
59077,N,289.0,0.8027777777777778,74.74048442906575,False
59354,N,277.0,0.7694444444444445,77.9783393501805,False
59631,N,277.0,0.7694444444444445,77.9783393501805,False
59919,N,288.0,0.8,75.0,False
60214,N,295.0,0.8194444444444444,73.22033898305085,False
60515,N,301.0,0.8361111111111111,71.76079734219269,False
60817,N,302.0,0.8388888888888889,71.52317880794702,False
61105,N,288.0,0.8,75.0,False
61391,N,286.0,0.7944444444444444,75.52447552447553,False
61680,N,289.0,0.8027777777777778,74.74048442906575,False
61963,N,283.0,0.7861111111111111,76.32508833922262,False
62247,N,284.0,0.7888888888888889,76.05633802816902,False
62547,N,300.0,0.8333333333333334,72.0,False
62852,N,305.0,0.8472222222222222,70.81967213114754,False
63154,N,302.0,0.8388888888888889,71.52317880794702,False
63438,N,284.0,0.7888888888888889,76.05633802816902,False
63711,N,273.0,0.7583333333333333,79.12087912087912,False
63998,N,287.0,0.7972222222222223,75.26132404181185,False
64288,N,290.0,0.8055555555555556,74.48275862068965,False
64581,N,293.0,0.8138888888888889,73.72013651877133,False
64876,N,295.0,0.8194444444444444,73.22033898305085,False
65174,N,298.0,0.8277777777777777,72.48322147651007,False
65464,N,290.0,0.8055555555555556,74.48275862068965,False
65750,N,286.0,0.7944444444444444,75.52447552447553,False
66030,N,280.0,0.7777777777777778,77.14285714285714,False
66307,N,277.0,0.7694444444444445,77.9783393501805,False
66604,N,297.0,0.825,72.72727272727273,False
66792,A,188.0,0.5222222222222223,114.89361702127658,True
67130,N,338.0,0.9388888888888889,63.905325443786985,False
67434,N,304.0,0.8444444444444444,71.05263157894737,False
67728,N,294.0,0.8166666666666667,73.46938775510205,False
68007,N,279.0,0.775,77.41935483870968,False
68302,N,295.0,0.8194444444444444,73.22033898305085,False
68594,N,292.0,0.8111111111111111,73.97260273972603,False
68886,N,292.0,0.8111111111111111,73.97260273972603,False
69191,N,305.0,0.8472222222222222,70.81967213114754,False
69503,N,312.0,0.8666666666666667,69.23076923076923,False
69796,N,293.0,0.8138888888888889,73.72013651877133,False
70073,N,277.0,0.7694444444444445,77.9783393501805,False
70357,N,284.0,0.7888888888888889,76.05633802816902,False
70643,N,286.0,0.7944444444444444,75.52447552447553,False
70941,N,298.0,0.8277777777777777,72.48322147651007,False
71240,N,299.0,0.8305555555555556,72.24080267558529,False
71539,N,299.0,0.8305555555555556,72.24080267558529,False
71845,N,306.0,0.85,70.58823529411765,False
72138,N,293.0,0.8138888888888889,73.72013651877133,False
72417,N,279.0,0.775,77.41935483870968,False
72703,N,286.0,0.7944444444444444,75.52447552447553,False
72998,N,295.0,0.8194444444444444,73.22033898305085,False
73301,N,303.0,0.8416666666666667,71.2871287128713,False
73611,N,310.0,0.8611111111111112,69.6774193548387,False
73911,N,300.0,0.8333333333333334,72.0,False
74196,N,285.0,0.7916666666666666,75.78947368421053,False
74483,N,287.0,0.7972222222222223,75.26132404181185,False
74767,N,284.0,0.7888888888888889,76.05633802816902,False
74986,A,219.0,0.6083333333333333,98.63013698630138,True
75332,N,346.0,0.9611111111111111,62.42774566473988,False
75632,N,300.0,0.8333333333333334,72.0,False
75934,N,302.0,0.8388888888888889,71.52317880794702,False
76233,N,299.0,0.8305555555555556,72.24080267558529,False
76515,N,282.0,0.7833333333333333,76.59574468085107,False
76785,N,270.0,0.75,80.0,False
77074,N,289.0,0.8027777777777778,74.74048442906575,False
77366,N,292.0,0.8111111111111111,73.97260273972603,False
77663,N,297.0,0.825,72.72727272727273,False
77954,N,291.0,0.8083333333333333,74.22680412371133,False
78251,N,297.0,0.825,72.72727272727273,False
78539,N,288.0,0.8,75.0,False
78824,N,285.0,0.7916666666666666,75.78947368421053,False
79100,N,276.0,0.7666666666666667,78.26086956521739,False
79386,N,286.0,0.7944444444444444,75.52447552447553,False
79689,N,303.0,0.8416666666666667,71.2871287128713,False
79991,N,302.0,0.8388888888888889,71.52317880794702,False
80290,N,299.0,0.8305555555555556,72.24080267558529,False
80583,N,293.0,0.8138888888888889,73.72013651877133,False
80868,N,285.0,0.7916666666666666,75.78947368421053,False
81152,N,284.0,0.7888888888888889,76.05633802816902,False
81439,N,287.0,0.7972222222222223,75.26132404181185,False
81730,N,291.0,0.8083333333333333,74.22680412371133,False
82030,N,300.0,0.8333333333333334,72.0,False
82335,N,305.0,0.8472222222222222,70.81967213114754,False
82636,N,301.0,0.8361111111111111,71.76079734219269,False
82927,N,291.0,0.8083333333333333,74.22680412371133,False
83209,N,282.0,0.7833333333333333,76.59574468085107,False
83492,N,283.0,0.7861111111111111,76.32508833922262,False
83794,N,302.0,0.8388888888888889,71.52317880794702,False
84103,N,309.0,0.8583333333333333,69.90291262135922,False
84407,N,304.0,0.8444444444444444,71.05263157894737,False
84709,N,302.0,0.8388888888888889,71.52317880794702,False
85010,N,301.0,0.8361111111111111,71.76079734219269,False
85303,N,293.0,0.8138888888888889,73.72013651877133,False
85580,N,277.0,0.7694444444444445,77.9783393501805,False
85870,N,290.0,0.8055555555555556,74.48275862068965,False
86171,N,301.0,0.8361111111111111,71.76079734219269,False
86478,N,307.0,0.8527777777777777,70.35830618892508,False
86780,N,302.0,0.8388888888888889,71.52317880794702,False
87079,N,299.0,0.8305555555555556,72.24080267558529,False
87364,N,285.0,0.7916666666666666,75.78947368421053,False
87652,N,288.0,0.8,75.0,False
87941,N,289.0,0.8027777777777778,74.74048442906575,False
88232,N,291.0,0.8083333333333333,74.22680412371133,False
88530,N,298.0,0.8277777777777777,72.48322147651007,False
88834,N,304.0,0.8444444444444444,71.05263157894737,False
89135,N,301.0,0.8361111111111111,71.76079734219269,False
89421,N,286.0,0.7944444444444444,75.52447552447553,False
89703,N,282.0,0.7833333333333333,76.59574468085107,False
89988,N,285.0,0.7916666666666666,75.78947368421053,False
90286,N,298.0,0.8277777777777777,72.48322147651007,False
90590,N,304.0,0.8444444444444444,71.05263157894737,False
90885,N,295.0,0.8194444444444444,73.22033898305085,False
91190,N,305.0,0.8472222222222222,70.81967213114754,False
91481,N,291.0,0.8083333333333333,74.22680412371133,False
91761,N,280.0,0.7777777777777778,77.14285714285714,False
92046,N,285.0,0.7916666666666666,75.78947368421053,False
92338,N,292.0,0.8111111111111111,73.97260273972603,False
92633,N,295.0,0.8194444444444444,73.22033898305085,False
92944,N,311.0,0.8638888888888889,69.45337620578778,False
93246,N,302.0,0.8388888888888889,71.52317880794702,False
93534,N,288.0,0.8,75.0,False
93824,N,290.0,0.8055555555555556,74.48275862068965,False
94102,N,278.0,0.7722222222222223,77.6978417266187,False
94395,N,293.0,0.8138888888888889,73.72013651877133,False
94693,N,298.0,0.8277777777777777,72.48322147651007,False
94996,N,303.0,0.8416666666666667,71.2871287128713,False
95298,N,302.0,0.8388888888888889,71.52317880794702,False
95606,N,308.0,0.8555555555555555,70.12987012987013,False
95893,N,287.0,0.7972222222222223,75.26132404181185,False
96171,N,278.0,0.7722222222222223,77.6978417266187,False
96450,N,279.0,0.775,77.41935483870968,False
96746,N,296.0,0.8222222222222222,72.97297297297298,False
97050,N,304.0,0.8444444444444444,71.05263157894737,False
97348,N,298.0,0.8277777777777777,72.48322147651007,False
97644,N,296.0,0.8222222222222222,72.97297297297298,False
97936,N,292.0,0.8111111111111111,73.97260273972603,False
98228,N,292.0,0.8111111111111111,73.97260273972603,False
98508,N,280.0,0.7777777777777778,77.14285714285714,False
98789,N,281.0,0.7805555555555556,76.86832740213524,False
99084,N,295.0,0.8194444444444444,73.22033898305085,False
99382,N,298.0,0.8277777777777777,72.48322147651007,False
99579,A,197.0,0.5472222222222223,109.6446700507614,True
99930,N,351.0,0.975,61.53846153846154,False
100218,N,288.0,0.8,75.0,False
100496,N,278.0,0.7722222222222223,77.6978417266187,False
100781,N,285.0,0.7916666666666666,75.78947368421053,False
101071,N,290.0,0.8055555555555556,74.48275862068965,False
101361,N,290.0,0.8055555555555556,74.48275862068965,False
101653,N,292.0,0.8111111111111111,73.97260273972603,False
101941,N,288.0,0.8,75.0,False
102234,N,293.0,0.8138888888888889,73.72013651877133,False
102516,N,282.0,0.7833333333333333,76.59574468085107,False
102793,N,277.0,0.7694444444444445,77.9783393501805,False
103074,N,281.0,0.7805555555555556,76.86832740213524,False
103371,N,297.0,0.825,72.72727272727273,False
103669,N,298.0,0.8277777777777777,72.48322147651007,False
103964,N,295.0,0.8194444444444444,73.22033898305085,False
104261,N,297.0,0.825,72.72727272727273,False
104545,N,284.0,0.7888888888888889,76.05633802816902,False
104830,N,285.0,0.7916666666666666,75.78947368421053,False
105118,N,288.0,0.8,75.0,False
105407,N,289.0,0.8027777777777778,74.74048442906575,False
105707,N,300.0,0.8333333333333334,72.0,False
106015,N,308.0,0.8555555555555555,70.12987012987013,False
106314,N,299.0,0.8305555555555556,72.24080267558529,False
106600,N,286.0,0.7944444444444444,75.52447552447553,False
106882,N,282.0,0.7833333333333333,76.59574468085107,False
107159,N,277.0,0.7694444444444445,77.9783393501805,False
107453,N,294.0,0.8166666666666667,73.46938775510205,False
107750,N,297.0,0.825,72.72727272727273,False
108045,N,295.0,0.8194444444444444,73.22033898305085,False
108342,N,297.0,0.825,72.72727272727273,False
108643,N,301.0,0.8361111111111111,71.76079734219269,False
108926,N,283.0,0.7861111111111111,76.32508833922262,False
109199,N,273.0,0.7583333333333333,79.12087912087912,False
109486,N,287.0,0.7972222222222223,75.26132404181185,False
109772,N,286.0,0.7944444444444444,75.52447552447553,False
110076,N,304.0,0.8444444444444444,71.05263157894737,False
110374,N,298.0,0.8277777777777777,72.48322147651007,False
110673,N,299.0,0.8305555555555556,72.24080267558529,False
110963,N,290.0,0.8055555555555556,74.48275862068965,False
111244,N,281.0,0.7805555555555556,76.86832740213524,False
111524,N,280.0,0.7777777777777778,77.14285714285714,False
111810,N,286.0,0.7944444444444444,75.52447552447553,False
112108,N,298.0,0.8277777777777777,72.48322147651007,False
112405,N,297.0,0.825,72.72727272727273,False
112710,N,305.0,0.8472222222222222,70.81967213114754,False
113000,N,290.0,0.8055555555555556,74.48275862068965,False
113281,N,281.0,0.7805555555555556,76.86832740213524,False
113562,N,281.0,0.7805555555555556,76.86832740213524,False
113850,N,288.0,0.8,75.0,False
114142,N,292.0,0.8111111111111111,73.97260273972603,False
114428,N,286.0,0.7944444444444444,75.52447552447553,False
114716,N,288.0,0.8,75.0,False
115000,N,284.0,0.7888888888888889,76.05633802816902,False
115280,N,280.0,0.7777777777777778,77.14285714285714,False
115547,N,267.0,0.7416666666666667,80.89887640449437,False
115815,N,268.0,0.7444444444444445,80.59701492537313,False
116084,N,269.0,0.7472222222222222,80.29739776951672,False
116369,N,285.0,0.7916666666666666,75.78947368421053,False
116654,N,285.0,0.7916666666666666,75.78947368421053,False
116939,N,285.0,0.7916666666666666,75.78947368421053,False
117213,N,274.0,0.7611111111111111,78.83211678832117,False
117494,N,281.0,0.7805555555555556,76.86832740213524,False
117766,N,272.0,0.7555555555555555,79.41176470588235,False
118044,N,278.0,0.7722222222222223,77.6978417266187,False
118323,N,279.0,0.775,77.41935483870968,False
118607,N,284.0,0.7888888888888889,76.05633802816902,False
118911,N,304.0,0.8444444444444444,71.05263157894737,False
119215,N,304.0,0.8444444444444444,71.05263157894737,False
119509,N,294.0,0.8166666666666667,73.46938775510205,False
119791,N,282.0,0.7833333333333333,76.59574468085107,False
120077,N,286.0,0.7944444444444444,75.52447552447553,False
120376,N,299.0,0.8305555555555556,72.24080267558529,False
120676,N,300.0,0.8333333333333334,72.0,False
120990,N,314.0,0.8722222222222222,68.78980891719745,False
121300,N,310.0,0.8611111111111112,69.6774193548387,False
121604,N,304.0,0.8444444444444444,71.05263157894737,False
121889,N,285.0,0.7916666666666666,75.78947368421053,False
122170,N,281.0,0.7805555555555556,76.86832740213524,False
122460,N,290.0,0.8055555555555556,74.48275862068965,False
122750,N,290.0,0.8055555555555556,74.48275862068965,False
123050,N,300.0,0.8333333333333334,72.0,False
123360,N,310.0,0.8611111111111112,69.6774193548387,False
123664,N,304.0,0.8444444444444444,71.05263157894737,False
123936,N,272.0,0.7555555555555555,79.41176470588235,False
124221,N,285.0,0.7916666666666666,75.78947368421053,False
124507,N,286.0,0.7944444444444444,75.52447552447553,False
124775,N,268.0,0.7444444444444445,80.59701492537313,False
125060,N,285.0,0.7916666666666666,75.78947368421053,False
125355,N,295.0,0.8194444444444444,73.22033898305085,False
125648,N,293.0,0.8138888888888889,73.72013651877133,False
125926,N,278.0,0.7722222222222223,77.6978417266187,False
126203,N,277.0,0.7694444444444445,77.9783393501805,False
126476,N,273.0,0.7583333333333333,79.12087912087912,False
126746,N,270.0,0.75,80.0,False
127025,N,279.0,0.775,77.41935483870968,False
127313,N,288.0,0.8,75.0,False
127603,N,290.0,0.8055555555555556,74.48275862068965,False
127892,N,289.0,0.8027777777777778,74.74048442906575,False
128085,A,193.0,0.5361111111111111,111.91709844559585,True
128423,N,338.0,0.9388888888888889,63.905325443786985,False
128698,N,275.0,0.7638888888888888,78.54545454545455,False
128958,N,260.0,0.7222222222222222,83.07692307692308,False
129230,N,272.0,0.7555555555555555,79.41176470588235,False
129519,N,289.0,0.8027777777777778,74.74048442906575,False
129798,N,279.0,0.775,77.41935483870968,False
130057,N,259.0,0.7194444444444444,83.3976833976834,False
130318,N,261.0,0.725,82.75862068965517,False
130568,N,250.0,0.6944444444444444,86.4,False
130818,N,250.0,0.6944444444444444,86.4,False
131073,N,255.0,0.7083333333333334,84.70588235294117,False
131326,N,253.0,0.7027777777777777,85.37549407114625,False
131584,N,258.0,0.7166666666666667,83.72093023255813,False
131851,N,267.0,0.7416666666666667,80.89887640449437,False
132122,N,271.0,0.7527777777777778,79.70479704797049,False
132381,N,259.0,0.7194444444444444,83.3976833976834,False
132629,N,248.0,0.6888888888888889,87.09677419354838,False
132883,N,254.0,0.7055555555555556,85.03937007874015,False
133132,N,249.0,0.6916666666666667,86.74698795180723,False
133390,N,258.0,0.7166666666666667,83.72093023255813,False
133662,N,272.0,0.7555555555555555,79.41176470588235,False
133933,N,271.0,0.7527777777777778,79.70479704797049,False
134197,N,264.0,0.7333333333333333,81.81818181818183,False
134463,N,266.0,0.7388888888888889,81.203007518797,False
134737,N,274.0,0.7611111111111111,78.83211678832117,False
134990,N,253.0,0.7027777777777777,85.37549407114625,False
135243,N,253.0,0.7027777777777777,85.37549407114625,False
135504,N,261.0,0.725,82.75862068965517,False
135780,N,276.0,0.7666666666666667,78.26086956521739,False
136061,N,281.0,0.7805555555555556,76.86832740213524,False
136350,N,289.0,0.8027777777777778,74.74048442906575,False
136630,N,280.0,0.7777777777777778,77.14285714285714,False
136899,N,269.0,0.7472222222222222,80.29739776951672,False
137170,N,271.0,0.7527777777777778,79.70479704797049,False
137449,N,279.0,0.775,77.41935483870968,False
137729,N,280.0,0.7777777777777778,77.14285714285714,False
138008,N,279.0,0.775,77.41935483870968,False
138304,N,296.0,0.8222222222222222,72.97297297297298,False
138598,N,294.0,0.8166666666666667,73.46938775510205,False
138888,N,290.0,0.8055555555555556,74.48275862068965,False
139164,N,276.0,0.7666666666666667,78.26086956521739,False
139440,N,276.0,0.7666666666666667,78.26086956521739,False
139719,N,279.0,0.775,77.41935483870968,False
140009,N,290.0,0.8055555555555556,74.48275862068965,False
140302,N,293.0,0.8138888888888889,73.72013651877133,False
140599,N,297.0,0.825,72.72727272727273,False
140881,N,282.0,0.7833333333333333,76.59574468085107,False
141152,N,271.0,0.7527777777777778,79.70479704797049,False
141423,N,271.0,0.7527777777777778,79.70479704797049,False
141684,N,261.0,0.725,82.75862068965517,False
141943,N,259.0,0.7194444444444444,83.3976833976834,False
142207,N,264.0,0.7333333333333333,81.81818181818183,False
142479,N,272.0,0.7555555555555555,79.41176470588235,False
142747,N,268.0,0.7444444444444445,80.59701492537313,False
143010,N,263.0,0.7305555555555555,82.12927756653993,False
143265,N,255.0,0.7083333333333334,84.70588235294117,False
143515,N,250.0,0.6944444444444444,86.4,False
143766,N,251.0,0.6972222222222222,86.05577689243029,False
144025,N,259.0,0.7194444444444444,83.3976833976834,False
144286,N,261.0,0.725,82.75862068965517,False
144557,N,271.0,0.7527777777777778,79.70479704797049,False
144832,N,275.0,0.7638888888888888,78.54545454545455,False
145111,N,279.0,0.775,77.41935483870968,False
145381,N,270.0,0.75,80.0,False
145647,N,266.0,0.7388888888888889,81.203007518797,False
145902,N,255.0,0.7083333333333334,84.70588235294117,False
146170,N,268.0,0.7444444444444445,80.59701492537313,False
146445,N,275.0,0.7638888888888888,78.54545454545455,False
146737,N,292.0,0.8111111111111111,73.97260273972603,False
147013,N,276.0,0.7666666666666667,78.26086956521739,False
147290,N,277.0,0.7694444444444445,77.9783393501805,False
